Cliente,Año,Activos_Iniciales_millones,Ingresos_Netos_millones,Gastos_Operativos_millones,Margen_Financiero_Neto_millones,Fondos_Disponibles_millones,Depositos_Corto_Plazo_millones,Prestamos_Totales_millones,Prestamos_Morosos_millones,Activos_Finales_millones,Patrimonio_millones,Captaciones_Iniciales_millones,Captaciones_Finales_millones,Cartera_Inicial_millones,Cartera_Final_millones,Provisiones_Iniciales_millones,Provisiones_Finales_millones,Activos_Finales_millones_promedio,Eficiencia_Gasto_Operativo,Gasto_personal,ROA,Liquidez_de_Corto_Plazo,Tasa_de_Morosidad,Grado_Absorción,Solvencia_Patrimonial,Porcentaje_Crecimiento_Captaciones,Porcentaje_Crecimiento_Cartera,Porcentaje_Crecimiento_Provisiones
Cliente_60,2005,4324.105,8.338,14.255,7.285,15.649,4.545,15.177,0.458,9318.159,892.580,84.227,29.323,810.199,496.679,4.385,9.466,4920.368,-0.710,170.976,0.002,3.443,3.018,1.957,0.096,-65.186,-38.697,115.859
Cliente_60,2007,6362.335,9.795,17.362,10.984,69.033,9.245,22.963,4.306,5000.970,756.058,92.432,20.918,893.398,832.571,1.638,9.300,5175.817,-0.772,177.246,0.002,7.467,18.750,1.581,0.151,-77.369,-6.809,467.860
Cliente_60,2017,1848.894,7.465,1.320,4.515,41.668,6.806,48.208,4.846,3992.797,420.636,32.795,17.047,360.201,570.800,1.703,3.262,5183.146,0.823,17.677,0.001,6.122,10.052,0.292,0.105,-48.020,58.467,91.537
Cliente_60,2008,8185.682,8.338,9.780,14.735,74.729,4.389,23.924,3.693,567.425,65.306,70.174,81.570,408.619,474.259,8.041,7.329,5765.334,-0.173,117.288,0.001,17.028,15.438,0.664,0.115,16.240,16.064,-8.854
Cliente_60,2019,6574.996,6.956,19.708,5.687,40.536,5.246,34.699,6.817,6975.482,612.292,38.385,81.059,547.034,352.754,3.684,1.612,4782.451,-1.833,283.328,0.001,7.727,19.645,3.465,0.088,111.171,-35.515,-56.255
Cliente_60,2021,1708.584,8.488,26.903,12.910,74.366,6.931,26.151,4.279,1109.634,115.359,98.898,20.037,72.893,618.860,2.061,8.843,5050.433,-2.169,316.948,0.002,10.730,16.363,2.084,0.104,-79.739,748.997,329.004
Cliente_60,2014,7416.906,5.537,18.976,7.796,80.803,6.184,11.797,1.760,4710.316,846.955,57.804,58.629,186.119,559.139,3.075,9.713,4789.817,-2.427,342.740,0.001,13.066,14.920,2.434,0.180,1.426,200.420,215.854
Cliente_60,2021,5467.264,7.084,2.236,5.558,35.051,9.347,44.081,2.423,9173.996,73.809,20.774,63.282,730.247,138.736,6.413,1.673,5050.433,0.684,31.566,0.001,3.750,5.496,0.402,0.008,204.628,-81.002,-73.914
Cliente_60,2019,4762.108,7.124,27.305,10.740,78.635,7.979,16.367,2.962,2631.268,763.589,25.997,67.197,911.078,68.088,3.978,6.178,4782.451,-2.833,383.269,0.001,9.856,18.096,2.542,0.290,158.480,-92.527,55.298
Cliente_60,2003,2901.072,5.140,28.921,6.164,37.264,5.729,13.862,0.597,300.750,606.927,44.314,21.150,642.590,428.084,3.016,8.679,4970.480,-4.627,562.683,0.001,6.505,4.306,4.692,2.018,-52.271,-33.381,187.739
Cliente_61,2010,3296.762,6.729,15.401,3.345,59.459,1.090,12.266,1.653,2601.747,367.567,95.106,79.006,301.112,660.266,3.363,8.267,4613.751,-1.289,228.872,0.001,54.527,13.475,4.605,0.141,-16.928,119.275,145.824
Cliente_61,2013,7573.690,5.354,7.532,9.318,20.402,4.718,27.542,0.675,9603.090,551.854,49.135,4.551,965.131,532.959,7.780,5.980,5072.685,-0.407,140.687,0.001,4.325,2.451,0.808,0.057,-90.738,-44.779,-23.139
Cliente_61,2008,9123.283,7.081,11.157,6.001,20.619,7.773,21.304,4.011,4673.857,869.102,8.766,24.275,60.660,660.742,2.949,9.572,5765.334,-0.576,157.565,0.001,2.653,18.829,1.859,0.186,176.922,989.249,224.605
Cliente_61,2006,624.223,8.696,14.850,10.412,65.409,8.270,22.565,1.108,9926.138,244.962,91.293,44.587,854.720,32.275,1.246,9.392,5018.055,-0.708,170.762,0.002,7.910,4.911,1.426,0.025,-51.160,-96.224,653.728
Cliente_61,2010,4936.058,9.647,23.665,0.762,91.320,5.826,34.097,4.910,2383.031,893.085,84.301,76.655,384.552,763.233,7.532,3.587,4613.751,-1.453,245.311,0.002,15.675,14.400,31.041,0.375,-9.070,98.473,-52.380
Cliente_61,2001,8056.815,9.438,26.417,7.492,41.661,1.412,45.617,7.506,9077.218,319.540,52.578,95.351,19.830,937.287,6.594,9.918,5252.968,-1.799,279.913,0.002,29.505,16.455,3.526,0.035,81.351,4626.698,50.415
Cliente_61,2004,5638.998,7.394,7.605,6.113,40.881,8.216,49.924,9.014,2807.721,541.878,31.189,3.108,383.206,910.144,8.792,5.813,4929.029,-0.029,102.854,0.002,4.976,18.055,1.244,0.193,-90.036,137.508,-33.882
Cliente_61,2006,6100.407,5.647,28.006,5.970,92.626,8.859,15.189,2.630,6826.305,105.274,55.744,83.796,444.576,754.724,8.044,4.815,5018.055,-3.959,495.919,0.001,10.455,17.316,4.691,0.015,50.324,69.763,-40.144
Cliente_61,2017,8350.200,8.617,1.764,2.316,31.435,3.249,25.913,2.443,2744.654,347.289,13.152,27.760,225.224,336.882,9.357,7.473,5183.146,0.795,20.475,0.002,9.674,9.427,0.762,0.127,111.066,49.576,-20.136
Cliente_61,2023,8075.067,5.520,23.673,10.669,18.279,1.512,36.303,2.451,9988.062,411.423,72.766,59.236,379.948,828.329,7.772,7.921,5423.356,-3.288,428.832,0.001,12.090,6.752,2.219,0.041,-18.594,118.011,1.924
Cliente_62,2017,6592.640,7.200,10.107,1.219,33.315,5.599,41.527,7.610,9899.345,830.896,57.869,27.649,241.805,419.431,3.582,1.140,5183.146,-0.404,140.381,0.001,5.950,18.326,8.292,0.084,-52.222,73.458,-68.185
Cliente_62,2009,7824.480,7.332,2.857,2.159,33.170,3.133,23.399,0.348,1324.645,33.567,55.275,83.765,733.066,569.773,3.825,2.087,5375.895,0.610,38.969,0.001,10.588,1.485,1.323,0.025,51.542,-22.275,-45.430
Cliente_62,2010,8102.785,9.829,6.214,1.058,71.055,3.932,26.326,3.310,8668.933,726.534,42.390,30.013,880.347,826.957,1.734,3.370,4613.751,0.368,63.222,0.002,18.070,12.572,5.872,0.084,-29.197,-6.065,94.421
Cliente_62,2018,6080.384,7.401,23.213,10.424,87.174,4.342,36.079,5.900,9186.311,381.709,73.572,25.159,362.519,126.156,4.789,5.991,5248.009,-2.136,313.650,0.001,20.076,16.353,2.227,0.042,-65.804,-65.200,25.098
Cliente_62,2012,1243.940,9.222,9.008,12.978,41.800,8.404,28.827,3.086,9042.700,997.823,84.912,25.064,352.633,538.078,9.849,9.371,4846.471,0.023,97.685,0.002,4.974,10.705,0.694,0.110,-70.482,52.589,-4.854
Cliente_62,2001,5684.842,6.089,26.203,8.908,74.649,4.744,48.940,7.750,3544.323,79.367,53.248,76.997,506.138,776.672,6.184,7.686,5252.968,-3.303,430.312,0.001,15.736,15.837,2.941,0.022,44.600,53.451,24.281
Cliente_62,2019,3210.573,5.293,4.689,1.108,64.052,6.777,34.877,3.716,4023.773,78.234,6.092,36.835,914.721,408.210,6.694,2.138,4782.451,0.114,88.599,0.001,9.451,10.655,4.231,0.019,504.666,-55.373,-68.066
Cliente_62,2008,2645.911,9.694,19.280,10.902,41.476,8.883,16.413,1.977,5569.851,935.582,47.761,46.126,653.677,585.171,7.954,1.307,5765.334,-0.989,198.880,0.002,4.669,12.048,1.769,0.168,-3.422,-10.480,-83.572
Cliente_62,2011,1788.665,6.382,5.260,1.382,16.973,2.288,11.784,0.888,7120.123,225.356,52.920,75.071,605.613,139.002,9.099,4.883,4774.942,0.176,82.419,0.001,7.419,7.537,3.807,0.032,41.856,-77.048,-46.336
Cliente_62,2008,4627.780,8.052,18.921,10.861,49.943,3.939,47.212,2.400,1191.177,503.992,44.661,12.426,449.519,261.019,8.888,7.210,5765.334,-1.350,234.990,0.001,12.680,5.083,1.742,0.423,-72.176,-41.934,-18.871
Cliente_63,2010,9499.241,9.101,9.100,6.069,38.293,1.955,31.517,3.033,6606.468,669.047,67.536,83.926,485.023,491.200,9.589,2.970,4613.751,0.000,99.991,0.002,19.586,9.623,1.499,0.101,24.268,1.274,-69.023
Cliente_63,2018,9106.832,7.547,23.417,11.481,41.261,3.085,17.805,3.284,3476.438,968.471,8.335,62.982,187.918,611.606,8.901,9.666,5248.009,-2.103,310.290,0.001,13.374,18.442,2.040,0.279,655.654,225.465,8.597
Cliente_63,2019,6308.689,5.761,7.736,14.326,24.903,3.508,29.535,4.315,3981.495,803.837,69.106,94.969,497.230,710.281,8.566,9.071,4782.451,-0.343,134.269,0.001,7.100,14.609,0.540,0.202,37.426,42.848,5.897
Cliente_63,2019,7407.234,5.039,15.306,1.108,35.906,1.864,42.896,7.921,1281.451,744.533,89.335,63.101,132.660,39.774,8.875,7.875,4782.451,-2.037,303.746,0.001,19.265,18.464,13.813,0.581,-29.366,-70.018,-11.266
Cliente_63,2003,4357.466,7.965,2.400,14.203,53.797,5.969,24.782,0.813,8821.832,223.219,4.797,25.345,635.138,688.294,7.012,4.776,4970.480,0.699,30.135,0.002,9.012,3.279,0.169,0.025,428.325,8.369,-31.881
Cliente_63,2023,7576.843,8.370,16.013,13.295,30.127,5.578,21.274,3.806,8401.368,75.276,10.943,59.048,89.623,613.765,5.412,5.025,5423.356,-0.913,191.321,0.002,5.401,17.889,1.204,0.009,439.574,584.830,-7.159
Cliente_63,2001,7001.437,7.268,16.231,11.099,25.239,2.520,47.915,4.970,8640.228,157.570,70.805,87.339,516.790,631.395,6.670,3.227,5252.968,-1.233,223.327,0.001,10.017,10.372,1.462,0.018,23.352,22.176,-51.627
Cliente_63,2002,7334.698,6.602,15.739,6.743,94.528,6.386,27.060,0.717,6010.987,336.002,52.608,22.801,723.560,235.481,6.381,4.824,5226.441,-1.384,238.385,0.001,14.804,2.650,2.334,0.056,-56.659,-67.455,-24.399
Cliente_63,2023,7237.351,5.884,27.913,4.535,33.349,1.358,27.793,1.000,6872.532,454.011,19.849,20.372,214.975,349.355,5.891,2.586,5423.356,-3.744,474.424,0.001,24.562,3.600,6.155,0.066,2.633,62.510,-56.105
Cliente_63,2011,5895.992,8.613,9.272,13.254,64.555,9.016,15.047,0.947,290.597,735.786,56.259,47.541,434.884,530.931,3.659,9.607,4774.942,-0.077,107.661,0.002,7.160,6.291,0.700,2.532,-15.495,22.085,162.571
Cliente_64,2008,4112.880,6.107,1.612,14.786,11.228,7.193,30.180,5.070,1399.514,377.204,73.028,11.786,403.792,37.473,3.122,1.123,5765.334,0.736,26.405,0.001,1.561,16.798,0.109,0.270,-83.861,-90.720,-64.038
Cliente_64,2016,8090.496,9.378,11.996,12.653,86.093,1.304,38.140,6.608,8742.276,430.105,95.194,31.750,838.232,689.309,5.152,5.679,4857.693,-0.279,127.920,0.002,66.022,17.327,0.948,0.049,-66.647,-17.766,10.230
Cliente_64,2006,4252.568,7.680,23.633,6.235,77.961,7.749,39.306,6.254,4182.055,223.031,76.507,15.233,523.882,599.131,5.347,2.093,5018.055,-2.077,307.713,0.002,10.060,15.911,3.790,0.053,-80.089,14.364,-60.851
Cliente_64,2013,2607.733,8.898,10.665,10.908,57.390,8.317,10.806,0.981,93.576,406.924,71.743,63.361,839.810,871.556,5.993,2.776,5072.685,-0.199,119.866,0.002,6.900,9.078,0.978,4.349,-11.683,3.780,-53.676
Cliente_64,2001,547.279,5.552,11.228,4.708,55.135,4.401,39.706,6.006,1176.715,279.279,45.775,9.280,760.821,268.877,7.657,8.828,5252.968,-1.023,202.255,0.001,12.529,15.126,2.385,0.237,-79.727,-64.660,15.287
Cliente_64,2017,4855.568,9.841,23.214,2.840,81.221,4.607,31.668,2.135,9957.447,285.139,58.210,56.528,59.874,210.015,7.598,2.023,5183.146,-1.359,235.888,0.002,17.631,6.741,8.173,0.029,-2.890,250.761,-73.374
Cliente_64,2010,2190.263,8.054,2.840,5.921,13.806,8.365,46.759,4.545,7199.710,703.177,3.464,21.561,493.924,562.847,9.291,8.970,4613.751,0.647,35.269,0.002,1.650,9.719,0.480,0.098,522.363,13.954,-3.461
Cliente_64,2008,6363.026,5.646,2.427,6.494,35.478,8.890,13.822,0.400,8802.382,507.087,77.349,94.267,412.447,489.238,4.831,5.457,5765.334,0.570,42.990,0.001,3.991,2.894,0.374,0.058,21.872,18.619,12.944
Cliente_64,2021,457.240,7.699,7.103,8.518,12.182,8.758,33.528,6.510,2711.805,383.026,45.261,59.748,740.771,500.316,1.698,6.635,5050.433,0.077,92.266,0.002,1.391,19.416,0.834,0.141,32.005,-32.460,290.888
Cliente_64,2010,4476.916,9.751,16.529,4.106,66.840,1.689,25.645,3.064,3224.539,993.161,48.204,9.305,834.489,959.516,2.146,5.721,4613.751,-0.695,169.501,0.002,39.580,11.948,4.025,0.308,-80.697,14.982,166.660
Cliente_65,2011,9520.002,8.575,14.299,4.621,63.338,8.681,47.182,4.700,6551.397,79.121,25.803,62.080,586.602,995.742,2.564,8.658,4774.942,-0.667,166.747,0.002,7.296,9.962,3.095,0.012,140.591,69.747,237.703
Cliente_65,2018,3713.162,7.369,3.747,13.717,19.268,6.443,34.597,2.335,7374.799,605.776,12.904,87.753,329.123,704.560,7.749,1.745,5248.009,0.492,50.842,0.001,2.991,6.749,0.273,0.082,580.060,114.072,-77.477
Cliente_65,2020,6045.573,6.588,19.124,6.679,29.480,9.700,15.733,2.429,3327.317,214.685,90.076,92.140,911.130,274.900,6.828,8.507,4893.708,-1.903,290.269,0.001,3.039,15.440,2.863,0.065,2.291,-69.829,24.585
Cliente_65,2005,4721.628,5.896,18.239,11.075,26.049,7.635,29.019,1.618,6720.237,166.950,65.557,19.907,915.891,58.170,5.910,2.075,4920.368,-2.093,309.342,0.001,3.412,5.575,1.647,0.025,-69.633,-93.649,-64.894
Cliente_65,2004,2106.961,7.352,2.936,5.825,60.729,6.543,10.010,0.848,8996.765,634.136,18.623,38.046,503.291,572.609,1.935,4.990,4929.029,0.601,39.937,0.001,9.282,8.472,0.504,0.070,104.295,13.773,157.904
Cliente_65,2009,3302.442,9.967,19.454,11.621,21.403,9.183,13.111,2.059,8977.467,278.459,86.748,93.386,13.982,31.396,4.326,7.395,5375.895,-0.952,195.193,0.002,2.331,15.704,1.674,0.031,7.652,124.554,70.958
Cliente_65,2016,7467.896,5.028,26.617,14.047,57.009,2.884,48.794,7.035,1692.966,143.741,85.682,99.548,273.755,718.311,6.516,3.828,4857.693,-4.294,529.373,0.001,19.769,14.419,1.895,0.085,16.184,162.392,-41.253
Cliente_65,2021,9961.869,8.507,11.004,8.636,68.035,1.024,15.479,1.199,9862.716,437.806,77.304,20.388,647.571,471.338,7.420,8.721,5050.433,-0.293,129.345,0.002,66.438,7.745,1.274,0.044,-73.626,-27.214,17.537
Cliente_65,2006,9278.489,5.996,1.410,9.803,44.465,3.086,42.289,7.161,7221.633,442.205,35.253,36.738,642.032,607.939,7.351,3.497,5018.055,0.765,23.510,0.001,14.406,16.934,0.144,0.061,4.212,-5.310,-52.423
Cliente_65,2019,1643.218,5.469,6.587,3.438,61.809,2.948,27.016,1.897,3663.199,695.405,42.984,20.294,398.896,455.026,2.592,8.673,4782.451,-0.204,120.430,0.001,20.966,7.022,1.916,0.190,-52.787,14.071,234.592
Cliente_66,2000,1475.992,6.556,3.506,4.963,60.854,4.273,49.750,5.349,3941.079,564.206,90.395,73.365,934.820,597.254,8.136,8.720,4620.370,0.465,53.481,0.001,14.243,10.752,0.706,0.143,-18.840,-36.110,7.179
Cliente_66,2021,2667.093,7.803,10.208,10.373,47.258,7.951,27.354,1.369,2125.706,658.647,19.524,47.884,926.960,697.934,2.273,4.929,5050.433,-0.308,130.819,0.002,5.943,5.004,0.984,0.310,145.255,-24.707,116.833
Cliente_66,2012,1726.680,5.589,19.172,14.169,85.175,5.707,35.840,1.845,4723.587,901.374,36.442,25.115,108.747,524.561,4.115,7.517,4846.471,-2.431,343.059,0.001,14.924,5.147,1.353,0.191,-31.082,382.367,82.682
Cliente_66,2013,446.040,7.331,1.583,13.036,34.552,8.466,37.281,2.220,3763.540,323.050,17.112,72.614,426.468,951.542,4.564,2.387,5072.685,0.784,21.594,0.001,4.082,5.956,0.121,0.086,324.349,123.121,-47.693
Cliente_66,2021,6085.682,9.181,5.911,11.337,27.930,7.183,21.548,3.990,4635.376,105.508,55.131,60.493,270.092,568.420,5.145,5.998,5050.433,0.356,64.383,0.002,3.888,18.516,0.521,0.023,9.726,110.455,16.575
Cliente_66,2021,6887.478,5.430,1.303,11.203,98.135,2.534,23.687,2.564,2428.177,359.525,75.452,48.773,577.911,140.410,6.927,7.980,5050.433,0.760,23.989,0.001,38.723,10.824,0.116,0.148,-35.359,-75.704,15.200
Cliente_66,2001,4093.106,9.651,19.500,5.002,33.342,9.547,48.740,6.332,9169.580,901.123,44.462,40.714,593.483,663.743,2.804,1.045,5252.968,-1.020,202.048,0.002,3.492,12.991,3.898,0.098,-8.429,11.839,-62.745
Cliente_66,2002,6353.362,5.441,14.350,6.000,49.564,6.267,32.064,3.216,3876.352,159.592,62.045,4.973,164.862,788.781,2.549,2.434,5226.441,-1.637,263.750,0.001,7.909,10.029,2.392,0.041,-91.985,378.449,-4.498
Cliente_66,2006,8421.398,9.590,26.439,4.663,18.317,2.401,39.725,3.924,3184.249,476.020,59.764,92.970,167.218,54.746,3.768,1.899,5018.055,-1.757,275.689,0.002,7.628,9.878,5.670,0.149,55.562,-67.261,-49.593
Cliente_66,2016,9410.958,5.913,28.354,4.545,41.964,6.118,20.758,1.481,9352.689,337.335,69.755,24.196,301.282,91.308,2.661,5.948,4857.693,-3.796,479.558,0.001,6.859,7.137,6.239,0.036,-65.313,-69.693,123.514
Cliente_67,2012,3469.325,7.996,5.372,12.190,11.043,5.519,13.200,0.232,6348.932,267.968,18.348,90.454,102.022,742.942,7.248,4.588,4846.471,0.328,67.181,0.002,2.001,1.757,0.441,0.042,392.990,628.221,-36.702
Cliente_67,2010,6699.097,6.991,10.022,5.521,68.844,8.029,10.278,1.798,972.380,293.946,53.964,93.294,513.120,80.204,1.439,2.631,4613.751,-0.434,143.353,0.002,8.574,17.490,1.815,0.302,72.884,-84.369,82.798
Cliente_67,2009,9702.286,5.386,20.583,11.124,70.318,7.408,47.928,4.670,2249.023,417.643,13.479,82.228,725.674,912.434,6.160,3.564,5375.895,-2.821,382.131,0.001,9.492,9.745,1.850,0.186,510.027,25.736,-42.140
Cliente_67,2021,269.936,6.150,14.939,10.010,48.021,8.598,38.303,0.747,7090.376,447.323,15.320,57.338,338.435,965.195,2.937,1.045,5050.433,-1.429,242.895,0.001,5.585,1.951,1.492,0.063,274.273,185.194,-64.402
Cliente_67,2023,8855.996,7.500,8.570,6.365,14.906,9.746,20.313,2.516,2211.356,298.386,49.852,5.023,637.104,793.851,9.419,2.864,5423.356,-0.143,114.265,0.001,1.529,12.387,1.346,0.135,-89.923,24.603,-69.592
Cliente_67,2013,1782.422,5.221,28.695,12.200,48.248,2.005,30.596,2.453,6114.251,36.579,89.379,33.332,302.684,571.324,3.473,8.038,5072.685,-4.496,549.592,0.001,24.063,8.017,2.352,0.006,-62.707,88.753,131.450
Cliente_67,2019,2352.341,6.510,6.206,2.833,76.786,2.610,34.581,3.143,7281.912,112.572,35.193,4.790,401.339,994.923,7.200,6.915,4782.451,0.047,95.335,0.001,29.425,9.088,2.191,0.015,-86.388,147.901,-3.956
Cliente_67,2012,3623.442,5.464,12.548,2.367,20.436,4.817,44.888,6.206,6093.552,732.172,46.345,61.326,184.746,615.966,2.671,3.473,4846.471,-1.296,229.643,0.001,4.243,13.825,5.302,0.120,32.325,233.412,30.003
Cliente_67,2017,5015.058,6.920,16.003,7.851,82.641,7.836,27.396,4.265,4606.981,531.737,62.107,72.657,747.020,539.618,5.514,5.162,5183.146,-1.312,231.248,0.001,10.546,15.570,2.038,0.115,16.987,-27.764,-6.385
Cliente_67,2002,16.914,5.899,4.086,10.451,91.739,8.833,28.591,0.414,4208.227,396.818,91.959,81.435,721.872,793.930,1.412,8.112,5226.441,0.307,69.270,0.001,10.386,1.447,0.391,0.094,-11.444,9.982,474.658
Cliente_68,2019,3464.317,9.839,1.857,3.903,24.321,1.951,43.046,3.566,1690.366,732.416,65.757,32.950,500.715,677.196,6.824,7.450,4782.451,0.811,18.878,0.002,12.467,8.284,0.476,0.433,-49.892,35.246,9.171
Cliente_68,2010,4444.386,8.157,19.121,13.857,79.977,8.963,27.978,3.752,4129.518,945.544,55.654,30.005,112.046,867.196,5.808,5.604,4613.751,-1.344,234.415,0.002,8.923,13.409,1.380,0.229,-46.086,673.963,-3.504
Cliente_68,2017,4620.014,7.807,5.835,2.410,76.101,9.642,46.956,9.162,3399.006,325.695,86.480,89.550,604.403,995.539,1.213,6.847,5183.146,0.253,74.748,0.002,7.893,19.511,2.422,0.096,3.550,64.714,464.217
Cliente_68,2012,7425.969,6.726,11.197,9.303,46.100,7.856,17.105,1.504,9129.833,250.691,85.181,21.494,331.928,862.307,5.327,4.857,4846.471,-0.665,166.464,0.001,5.868,8.796,1.204,0.027,-74.767,159.787,-8.822
Cliente_68,2015,2107.163,6.038,13.514,12.820,46.766,3.860,21.536,2.820,7955.735,569.737,16.977,46.657,920.236,71.295,7.534,2.117,4996.377,-1.238,223.831,0.001,12.116,13.092,1.054,0.072,174.831,-92.253,-71.908
Cliente_68,2017,6977.556,9.924,29.879,1.906,77.615,5.821,31.307,3.994,2101.640,472.442,37.537,25.260,160.107,417.673,3.637,2.314,5183.146,-2.011,301.067,0.002,13.334,12.759,15.675,0.225,-32.708,160.870,-36.374
Cliente_68,2000,6730.187,6.846,1.679,3.665,47.636,4.530,23.362,0.849,972.160,91.875,87.590,60.722,462.750,260.769,4.586,3.362,4620.370,0.755,24.523,0.001,10.517,3.633,0.458,0.095,-30.675,-43.648,-26.672
Cliente_68,2010,2557.670,6.459,29.227,14.886,63.932,8.732,28.561,3.650,6420.714,370.926,18.346,98.982,962.512,716.261,8.401,8.427,4613.751,-3.525,452.498,0.001,7.322,12.778,1.963,0.058,439.530,-25.584,0.312
Cliente_68,2010,323.633,6.577,17.137,8.776,38.746,5.453,16.891,3.375,741.621,743.222,93.777,79.879,7.876,121.861,7.919,7.782,4613.751,-1.606,260.568,0.001,7.105,19.979,1.953,1.002,-14.821,1447.160,-1.726
Cliente_68,2010,8523.064,8.373,15.232,3.090,42.686,5.175,46.291,5.736,8992.054,883.629,92.217,97.308,33.290,776.820,4.270,2.006,4613.751,-0.819,181.928,0.002,8.248,12.392,4.929,0.098,5.520,2233.476,-53.024
Cliente_69,2015,2579.960,8.579,8.462,7.416,88.370,7.559,45.925,5.151,3072.696,229.112,14.122,8.232,905.084,271.472,5.528,7.844,4996.377,0.014,98.633,0.002,11.691,11.217,1.141,0.075,-41.707,-70.006,41.906
Cliente_69,2007,2753.714,7.838,7.610,13.550,53.385,2.076,39.655,0.995,3054.533,717.663,30.973,48.352,720.261,631.497,6.633,7.057,5175.817,0.029,97.084,0.002,25.711,2.509,0.562,0.235,56.107,-12.324,6.384
Cliente_69,2008,358.411,6.524,25.677,14.600,53.560,2.772,24.542,3.966,7664.439,178.253,21.565,44.748,443.199,329.311,2.003,1.851,5765.334,-2.936,393.590,0.001,19.318,16.160,1.759,0.023,107.498,-25.697,-7.594
Cliente_69,2010,1401.070,8.565,17.914,9.836,44.189,5.489,11.314,1.073,4719.285,979.398,25.150,48.128,642.985,483.796,7.810,8.758,4613.751,-1.091,209.140,0.002,8.050,9.486,1.821,0.208,91.361,-24.758,12.149
Cliente_69,2009,5218.271,8.366,5.303,9.013,70.187,6.125,35.056,3.834,6847.778,266.498,76.406,10.888,589.349,284.472,2.640,4.082,5375.895,0.366,63.379,0.002,11.460,10.936,0.588,0.039,-85.750,-51.731,54.639
Cliente_69,2022,260.379,5.772,1.350,7.766,15.828,6.748,48.081,2.716,9275.587,278.199,48.251,59.348,635.298,645.634,1.059,7.183,5055.648,0.766,23.387,0.001,2.346,5.649,0.174,0.030,22.999,1.627,578.467
Cliente_69,2014,8801.826,9.026,11.561,8.088,30.234,1.110,30.297,4.892,2103.709,743.367,10.729,60.231,755.788,264.936,9.040,8.403,4789.817,-0.281,128.082,0.002,27.243,16.148,1.429,0.353,461.399,-64.946,-7.049
Cliente_69,2010,5635.831,5.643,15.749,5.981,28.579,7.716,20.859,0.933,6719.200,733.604,88.282,30.696,992.245,532.658,5.586,2.742,4613.751,-1.791,279.103,0.001,3.704,4.471,2.633,0.109,-65.230,-46.318,-50.906
Cliente_69,2014,7138.317,8.037,26.237,13.928,23.508,8.370,48.466,9.107,3238.331,917.549,6.057,1.951,252.496,341.801,5.462,1.978,4789.817,-2.264,326.439,0.002,2.809,18.790,1.884,0.283,-67.796,35.369,-63.779
Cliente_69,2022,3067.321,9.296,15.988,9.901,64.778,8.089,43.864,7.585,1919.849,906.235,79.212,43.546,407.762,678.165,2.609,3.086,5055.648,-0.720,171.990,0.002,8.008,17.293,1.615,0.472,-45.026,66.314,18.284
Cliente_70,2012,5952.701,9.146,5.058,6.045,94.734,6.275,49.087,6.653,9253.640,361.868,60.758,37.974,76.477,191.697,6.177,1.077,4846.471,0.447,55.302,0.002,15.097,13.553,0.837,0.039,-37.500,150.659,-82.567
Cliente_70,2005,4169.675,6.577,14.250,8.592,63.365,1.534,39.298,4.549,8932.542,772.930,93.335,57.006,93.051,74.010,5.086,3.901,4920.368,-1.167,216.670,0.001,41.311,11.577,1.658,0.087,-38.924,-20.463,-23.297
Cliente_70,2005,7264.956,6.540,8.952,11.216,95.684,1.505,42.972,7.103,7149.330,747.526,14.887,99.570,558.732,684.269,8.030,2.354,4920.368,-0.369,136.879,0.001,63.576,16.529,0.798,0.105,568.850,22.468,-70.679
Cliente_70,2019,2288.007,7.816,24.737,12.063,95.204,4.084,44.958,6.340,5768.984,215.598,64.582,96.019,113.223,817.938,7.655,8.700,4782.451,-2.165,316.480,0.002,23.310,14.102,2.051,0.037,48.678,622.416,13.652
Cliente_70,2021,2629.291,8.813,6.864,9.455,80.311,5.841,33.592,1.232,1889.285,321.946,43.306,87.435,159.066,466.249,9.537,6.259,5050.433,0.221,77.883,0.002,13.749,3.669,0.726,0.170,101.902,193.118,-34.364
Cliente_70,2005,9343.365,5.028,20.200,6.881,45.106,4.943,32.964,5.152,1483.690,228.455,80.800,33.380,513.987,889.466,9.005,7.910,4920.368,-3.017,401.713,0.001,9.125,15.628,2.935,0.154,-58.688,73.052,-12.156
Cliente_70,2010,8344.556,9.700,8.422,4.472,96.376,3.558,32.473,5.697,3085.508,362.842,80.012,54.342,851.634,994.355,4.613,5.791,4613.751,0.132,86.825,0.002,27.086,17.544,1.883,0.118,-32.082,16.758,25.537
Cliente_70,2016,3708.541,5.277,25.144,1.579,73.584,5.247,27.530,3.933,1009.864,199.786,83.336,28.982,574.351,153.053,3.644,6.883,4857.693,-3.765,476.525,0.001,14.025,14.286,15.922,0.198,-65.223,-73.352,88.856
Cliente_70,2015,3063.018,7.044,1.687,2.826,32.486,8.928,23.114,3.477,5334.687,971.467,6.968,34.042,468.978,331.099,6.613,2.803,4996.377,0.761,23.945,0.001,3.639,15.042,0.597,0.182,388.516,-29.400,-57.615
